sch_id,item_name,tel_code,ob_id,execution_time,ra,dec,instrument,rank_class,seeing,sky_transparency,airmass,moon_distance,fli
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2034956 ,           3064 ,   680880000 ,    40528300 , FORS2            , C          ,       0.700 , 4THK             ,       2.000 ,     216000000 ,       0.800 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2503903 ,           3587 ,   791991000 ,   -85300200 , FORS2            , A          ,       1.400 , 2CLR             ,       1.500 ,     108000000 ,       0.500 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2530426 ,           3617 ,   798252000 ,   -97018200 , FORS2            , A          ,       1.400 , 2CLR             ,       1.500 ,     108000000 ,       0.500 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546416 ,           2127 ,   926113350 ,  -266282255 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546427 ,           2127 ,   926113350 ,  -266282255 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546438 ,           2127 ,   926113350 ,  -266282255 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546457 ,           2127 ,   926113350 ,  -266282255 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546572 ,           3485 ,   708849750 ,  -277067900 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546584 ,           3485 ,   708849750 ,  -277067900 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546587 ,           3485 ,   708849750 ,  -277067900 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546600 ,           3485 ,   708849750 ,  -277067900 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546605 ,           3485 ,   708849750 ,  -277067900 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546608 ,           3485 ,   708849750 ,  -277067900 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2546613 ,           3485 ,   708849750 ,  -277067900 , FORS2            , A          ,       2.000 , 1PHO             ,       2.000 ,     324000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2757803 ,           3072 ,   742500000 ,  -208800000 , FORS2            , A          ,       1.200 , 2CLR             ,       1.600 ,     108000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2760247 ,            956 ,   684000000 ,  -252000000 , FORS2            , A          ,       0.600 , 3THN             ,       1.600 ,     216000000 ,       0.400 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2761878 ,            956 ,   676800000 ,  -237600000 , FORS2            , A          ,       0.600 , 3THN             ,       1.600 ,     216000000 ,       0.400 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2761883 ,            956 ,   693000000 ,  -226800000 , FORS2            , A          ,       0.600 , 3THN             ,       1.600 ,     216000000 ,       0.400 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2761886 ,            956 ,   724500000 ,  -216000000 , FORS2            , A          ,       0.600 , 3THN             ,       1.600 ,     216000000 ,       0.400 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2761889 ,           1122 ,   756000000 ,  -205200000 , FORS2            , A          ,       0.600 , 3THN             ,       1.600 ,     216000000 ,       0.400 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2761915 ,           1122 ,   783000000 ,  -201600000 , FORS2            , A          ,       0.600 , 3THN             ,       1.800 ,     216000000 ,       0.400 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2763676 ,           3539 ,   675000000 ,  -234000000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2763872 ,           3539 ,   675000000 ,  -234000000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2763875 ,           3539 ,   675000000 ,  -234000000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2763878 ,           3539 ,   675000000 ,  -234000000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2763881 ,           3539 ,   675000000 ,  -234000000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2767598 ,           3539 ,   742500000 ,  -208800000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2767606 ,           3539 ,   742500000 ,  -208800000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2767609 ,           3539 ,   742500000 ,  -208800000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2767612 ,           3539 ,   742500000 ,  -208800000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2767615 ,           3539 ,   742500000 ,  -208800000 , FORS2            , A          ,       0.800 , 3THN             ,       1.800 ,     216000000 ,       0.000 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2791577 ,            846 ,   671481450 ,  -262310875 , FORS2            , A          ,       1.300 , 2CLR             ,       1.800 ,     144000000 ,       0.500 
      829985 , SMTS.FORS2.TODAY                 , UT1              ,     2791580 ,           3653 ,   670065000 ,  -162435000 , FORS2            , A          ,       1.300 , 2CLR             ,       1.800 ,     144000000 ,       0.500 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320196 ,           3506 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320199 ,           3506 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320202 ,           3506 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320205 ,           3506 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320211 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320214 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320217 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320220 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320223 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320226 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320229 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320232 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320235 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2320244 ,           3486 ,   712344300 ,    -4825168 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       0.700 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2523987 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2533095 ,           3698 ,   538117560 ,     9030099 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2533098 ,           3698 ,   538117560 ,     9030099 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544538 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544541 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544544 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544547 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544550 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544553 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544556 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544559 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544562 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2544565 ,           3633 ,   540473235 ,     8382189 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2545042 ,           3683 ,   123939150 ,   -18123262 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549272 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549275 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549281 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549284 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549287 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549290 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549293 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549296 ,           3584 ,   540546900 ,     9042570 , KMOS             , A          ,       0.800 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549441 ,           3707 ,   122754570 ,   -17940285 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2549998 ,           3698 ,   123612690 ,   -19190853 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2555639 ,           3673 ,   122772510 ,   -17395373 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561609 ,           3732 ,   123783480 ,   -18690827 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561675 ,           3702 ,   124597080 ,   -19278355 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561678 ,           3702 ,   124597080 ,   -19278355 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561681 ,           3715 ,   122897205 ,   -18780561 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561684 ,           3715 ,   122897205 ,   -18780561 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561687 ,           3715 ,   122897205 ,   -18780561 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561690 ,           3715 ,   122897205 ,   -18780561 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561696 ,           3698 ,   122969655 ,   -19478051 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561699 ,           3698 ,   122969655 ,   -19478051 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561702 ,           3698 ,   122969655 ,   -19478051 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561705 ,           3683 ,   123939150 ,   -18123262 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561708 ,           3683 ,   123939150 ,   -18123262 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561711 ,           3683 ,   123939150 ,   -18123262 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561714 ,           3683 ,   123939150 ,   -18123262 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561729 ,           3707 ,   122754570 ,   -17940285 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561757 ,           3707 ,   122754570 ,   -17940285 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561760 ,           3707 ,   122754570 ,   -17940285 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561763 ,           3707 ,   122754570 ,   -17940285 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561766 ,           3673 ,   122772510 ,   -17395373 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561769 ,           3673 ,   122772510 ,   -17395373 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561772 ,           3673 ,   122772510 ,   -17395373 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
     1027800 , SMTS.KMOS.TODAY                  , UT1              ,     2561775 ,           3673 ,   122772510 ,   -17395373 , KMOS             , A          ,       1.000 , 3THN             ,       2.000 ,     108000000 ,       1.000 
      388892 , SMTS.UVES.TODAY                  , UT2              ,     2250085 ,            756 ,   972585000 ,    10553600 , UVES             , A          ,       2.000 , 3THN             ,       2.800 ,      72000000 ,       1.000 
      388892 , SMTS.UVES.TODAY                  , UT2              ,     2254070 ,           1234 ,  1050698400 ,    65865200 , UVES             , A          ,       2.000 , 3THN             ,       2.800 ,      72000000 ,       1.000 
      388892 , SMTS.UVES.TODAY                  , UT2              ,     2254079 ,           1275 ,  1050698400 ,    65865200 , UVES             , A          ,       2.000 , 3THN             ,       2.800 ,     108000000 ,       1.000 
      388892 , SMTS.UVES.TODAY                  , UT2              ,     2293922 ,           3602 ,    45679200 ,  -229910400 , UVES             , A          ,       0.900 , 2CLR             ,       1.300 ,     324000000 ,       0.500 
      388892 , SMTS.UVES.TODAY                  , UT2              ,     2383637 ,            756 ,   972585000 ,    10553600 , UVES             , A          ,       2.000 , 3THN             ,       2.800 ,     108000000 ,       1.000 
      388892 , SMTS.UVES.TODAY                  , UT2              ,     2538286 ,           9707 ,  1083134610 ,    31127217 , UVES             , A          ,       1.700 , 2CLR             ,       2.000 ,     108000000 ,       1.000 
      829995 , SMTS.VISIR.TODAY                 , UT2              ,     2463472 ,           3557 ,  1089008685 ,   -72513800 , VISIR            , B          ,       0.500 , 3THN             ,       1.500 ,     108000000 ,       1.000 
      829995 , SMTS.VISIR.TODAY                 , UT2              ,     2464589 ,           3124 ,  1038645750 ,   -80390300 , VISIR            , A          ,       0.600 , 3THN             ,       2.000 ,     108000000 ,       1.000 
      829995 , SMTS.VISIR.TODAY                 , UT2              ,     2464592 ,           3124 ,  1038645750 ,   -80390300 , VISIR            , A          ,       0.600 , 3THN             ,       2.000 ,     108000000 ,       1.000 
      829995 , SMTS.VISIR.TODAY                 , UT2              ,     2464611 ,           3557 ,  1089008685 ,   -72513800 , VISIR            , B          ,       0.500 , 3THN             ,       1.500 ,     108000000 ,       1.000 
      829995 , SMTS.VISIR.TODAY                 , UT2              ,     2493197 ,           3598 ,   301920300 ,  -249371070 , VISIR            , B          ,       0.300 , 1PHO             ,       1.500 ,     108000000 ,       1.000 
      829995 , SMTS.VISIR.TODAY                 , UT2              ,     2508375 ,           3124 ,  1038645750 ,   -80390300 , VISIR            , A          ,       0.600 , 3THN             ,       2.000 ,     108000000 ,       1.000 
      829995 , SMTS.VISIR.TODAY                 , UT2              ,     2508378 ,           3124 ,  1038645750 ,   -80390300 , VISIR            , A          ,       0.600 , 3THN             ,       2.500 ,     108000000 ,       1.000 
