start_ut,end_ut,PH,CL,TN,TK,CY,WI,HU,RN,SN,EQ,OT
2013-10-26T00:03:00,2013-10-26T03:15:00,1,0,0,0,0,0,0,0,0,0,0
2013-10-26T03:15:00,2013-10-26T22:50:00,1,0,0,0,0,0,0,0,0,0,0
2013-10-26T22:50:00,2013-10-27T00:01:00,0,1,0,0,0,0,0,0,0,0,0
2013-10-27T00:01:00,2013-10-27T03:30:00,1,0,0,0,0,0,0,0,0,0,0
2013-10-27T03:30:00,2013-10-27T22:50:00,1,0,0,0,0,0,0,0,0,0,0
2013-10-27T22:50:00,2013-10-28T00:11:00,0,1,0,0,0,0,0,0,0,0,0
2013-10-28T00:11:00,2013-10-28T04:05:00,1,0,0,0,0,0,0,0,0,0,0
2013-10-28T04:05:00,2013-10-28T23:02:00,1,0,0,0,0,0,0,0,0,0,0
2013-10-28T23:02:00,2013-10-29T00:06:00,0,0,1,0,0,0,0,0,0,0,0
2013-10-29T00:06:00,2013-10-29T03:40:00,0,1,0,0,0,0,0,0,0,0,0
2013-10-29T03:40:00,2013-10-29T23:09:00,1,0,0,0,0,0,0,0,0,0,0
2013-10-29T23:09:00,2013-10-30T00:17:00,0,1,0,0,0,0,0,0,0,0,0
2013-10-30T00:17:00,2013-10-30T23:06:00,0,1,0,0,0,0,0,0,0,0,0
2013-10-30T23:06:00,2013-10-31T23:21:00,0,1,0,0,0,0,0,0,0,0,0
2013-10-31T23:21:00,2013-11-01T00:24:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-01T00:24:00,2013-11-01T04:36:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-01T04:36:00,2013-11-01T23:27:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-01T23:27:00,2013-11-02T02:00:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-02T02:00:00,2013-11-02T23:12:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-02T23:12:00,2013-11-03T09:06:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-03T09:06:00,2013-11-03T23:17:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-03T23:17:00,2013-11-04T06:53:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-04T06:53:00,2013-11-04T23:15:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-04T23:15:00,2013-11-05T23:15:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-05T23:15:00,2013-11-06T00:30:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-06T00:30:00,2013-11-06T04:38:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-06T04:38:00,2013-11-06T23:15:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-06T23:15:00,2013-11-07T00:40:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-07T00:40:00,2013-11-07T05:50:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-07T05:50:00,2013-11-07T23:15:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-07T23:15:00,2013-11-08T00:14:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-08T00:14:00,2013-11-08T04:50:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-08T04:50:00,2013-11-08T23:08:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-08T23:08:00,2013-11-09T01:30:00,0,0,1,0,0,0,0,0,0,0,0
2013-11-09T01:30:00,2013-11-09T06:24:00,0,0,1,0,0,0,0,0,0,0,0
2013-11-09T06:24:00,2013-11-09T23:06:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-09T23:06:00,2013-11-10T00:13:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-10T00:13:00,2013-11-10T02:00:00,0,0,1,0,0,0,0,0,0,0,0
2013-11-10T02:00:00,2013-11-10T04:51:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-10T04:51:00,2013-11-10T06:59:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-10T06:59:00,2013-11-10T23:17:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-10T23:17:00,2013-11-11T00:00:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-11T00:00:00,2013-11-11T01:28:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-11T01:28:00,2013-11-11T04:45:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-11T04:45:00,2013-11-11T07:00:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-11T07:00:00,2013-11-11T23:15:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-11T23:15:00,2013-11-12T01:30:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-12T01:30:00,2013-11-12T04:14:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-12T04:14:00,2013-11-12T04:58:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-12T04:58:00,2013-11-12T08:54:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-12T08:54:00,2013-11-12T23:16:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-12T23:16:00,2013-11-13T01:30:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-13T01:30:00,2013-11-13T04:20:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-13T04:20:00,2013-11-13T23:16:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-13T23:16:00,2013-11-14T01:09:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-14T01:09:00,2013-11-14T02:51:00,0,0,1,0,0,0,0,0,0,0,0
2013-11-14T02:51:00,2013-11-14T05:33:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-14T05:33:00,2013-11-14T07:03:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-14T07:03:00,2013-11-14T23:04:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-14T23:04:00,2013-11-15T00:17:00,0,0,1,0,0,0,0,0,0,0,0
2013-11-15T00:17:00,2013-11-15T00:50:00,0,0,1,0,0,0,0,0,0,0,0
2013-11-15T00:50:00,2013-11-15T03:24:00,0,0,0,1,0,0,0,0,0,0,0
2013-11-15T03:24:00,2013-11-15T05:17:00,0,0,0,1,0,0,0,0,0,0,0
2013-11-15T05:17:00,2013-11-15T07:41:00,0,0,0,0,1,0,0,0,0,0,0
2013-11-15T07:41:00,2013-11-15T23:05:00,0,0,1,0,0,1,0,0,0,0,0
2013-11-15T23:05:00,2013-11-16T05:10:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-16T05:10:00,2013-11-16T07:07:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-16T07:07:00,2013-11-16T23:09:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-16T23:09:00,2013-11-17T00:11:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-17T00:11:00,2013-11-17T01:24:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-17T01:24:00,2013-11-17T02:01:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-17T02:01:00,2013-11-17T03:36:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-17T03:36:00,2013-11-17T23:17:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-17T23:17:00,2013-11-18T03:12:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-18T03:12:00,2013-11-18T06:44:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-18T06:44:00,2013-11-18T08:05:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-18T08:05:00,2013-11-18T23:07:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-18T23:07:00,2013-11-19T00:45:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-19T00:45:00,2013-11-19T02:55:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-19T02:55:00,2013-11-19T05:13:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-19T05:13:00,2013-11-19T23:24:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-19T23:24:00,2013-11-20T00:33:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-20T00:33:00,2013-11-20T04:34:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-20T04:34:00,2013-11-20T05:26:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-20T05:26:00,2013-11-20T23:20:00,1,0,0,0,0,1,0,0,0,0,0
2013-11-20T23:20:00,2013-11-21T00:40:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-21T00:40:00,2013-11-21T01:39:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-21T01:39:00,2013-11-21T04:28:00,1,0,0,0,0,1,0,0,0,0,0
2013-11-21T04:28:00,2013-11-21T08:35:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-21T08:35:00,2013-11-21T23:14:00,0,1,0,0,0,1,0,0,0,0,0
2013-11-21T23:14:00,2013-11-22T00:16:00,0,0,1,0,0,0,0,0,0,0,0
2013-11-22T00:16:00,2013-11-22T04:54:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-22T04:54:00,2013-11-22T23:17:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-22T23:17:00,2013-11-23T00:50:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-23T00:50:00,2013-11-23T05:05:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-23T05:05:00,2013-11-23T23:19:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-23T23:19:00,2013-11-24T00:13:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-24T00:13:00,2013-11-24T01:00:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-24T01:00:00,2013-11-24T05:18:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-24T05:18:00,2013-11-24T05:33:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-24T05:33:00,2013-11-24T08:07:00,1,0,0,0,0,1,0,0,0,0,0
2013-11-24T08:07:00,2013-11-24T23:20:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-24T23:20:00,2013-11-25T00:40:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-25T00:40:00,2013-11-25T05:28:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-25T05:28:00,2013-11-25T23:25:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-25T23:25:00,2013-11-26T00:19:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-26T00:19:00,2013-11-26T04:45:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-26T04:45:00,2013-11-26T07:23:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-26T07:23:00,2013-11-26T23:34:00,1,0,0,0,0,1,0,0,0,0,0
2013-11-26T23:34:00,2013-11-27T00:58:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-27T00:58:00,2013-11-27T05:00:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-27T05:00:00,2013-11-27T23:38:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-27T23:38:00,2013-11-28T00:45:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-28T00:45:00,2013-11-28T05:35:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-28T05:35:00,2013-11-28T06:25:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-28T06:25:00,2013-11-28T23:30:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-28T23:30:00,2013-11-29T01:12:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-29T01:12:00,2013-11-29T03:11:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-29T03:11:00,2013-11-29T04:57:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-29T04:57:00,2013-11-29T08:40:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-29T08:40:00,2013-11-30T01:52:00,1,0,0,0,0,0,0,0,0,0,0
2013-11-30T01:52:00,2013-11-30T06:46:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-30T06:46:00,2013-11-30T23:42:00,0,1,0,0,0,0,0,0,0,0,0
2013-11-30T23:42:00,2013-12-01T01:31:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-01T01:31:00,2013-12-01T05:51:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-01T05:51:00,2013-12-01T23:41:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-01T23:41:00,2013-12-02T01:12:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-02T01:12:00,2013-12-02T02:32:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-02T02:32:00,2013-12-02T07:06:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-02T07:06:00,2013-12-02T23:47:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-02T23:47:00,2013-12-03T02:08:00,0,0,1,0,0,1,0,0,0,0,0
2013-12-03T02:08:00,2013-12-03T03:35:00,0,0,1,0,0,1,0,0,0,0,0
2013-12-03T03:35:00,2013-12-03T03:35:00,0,0,1,0,0,1,0,0,0,0,0
2013-12-03T03:35:00,2013-12-03T03:49:00,0,0,1,0,0,1,0,0,0,0,0
2013-12-03T03:49:00,2013-12-03T05:43:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-03T05:43:00,2013-12-03T07:17:00,0,0,1,0,0,1,0,0,0,0,0
2013-12-03T07:17:00,2013-12-03T07:57:00,0,0,1,0,0,1,0,0,0,0,0
2013-12-03T07:57:00,2013-12-03T23:40:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-03T23:40:00,2013-12-04T01:03:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-04T01:03:00,2013-12-04T03:58:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-04T03:58:00,2013-12-04T08:05:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-04T08:05:00,2013-12-04T23:28:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-04T23:28:00,2013-12-05T01:19:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-05T01:19:00,2013-12-05T05:42:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-05T05:42:00,2013-12-05T23:20:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-05T23:20:00,2013-12-06T00:08:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-06T00:08:00,2013-12-06T01:07:00,0,0,0,1,0,0,0,0,0,0,0
2013-12-06T01:07:00,2013-12-06T04:25:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-06T04:25:00,2013-12-06T05:35:00,0,0,0,1,0,0,0,0,0,0,0
2013-12-06T05:35:00,2013-12-06T07:09:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-06T07:09:00,2013-12-06T23:31:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-06T23:31:00,2013-12-07T00:46:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-07T00:46:00,2013-12-07T01:23:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-07T01:23:00,2013-12-07T05:10:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-07T05:10:00,2013-12-07T23:25:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-07T23:25:00,2013-12-08T00:37:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-08T00:37:00,2013-12-08T05:37:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-08T05:37:00,2013-12-08T06:29:00,0,1,0,0,0,1,0,0,0,0,0
2013-12-08T06:29:00,2013-12-08T06:52:00,0,0,1,0,0,1,0,0,0,0,0
2013-12-08T06:52:00,2013-12-08T07:18:00,0,0,0,1,0,1,0,0,0,0,0
2013-12-08T07:18:00,2013-12-08T23:38:00,0,0,0,0,1,1,0,0,0,0,0
2013-12-08T23:38:00,2013-12-09T00:42:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-09T00:42:00,2013-12-09T08:19:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-09T08:19:00,2013-12-09T23:26:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-09T23:26:00,2013-12-10T02:35:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-10T02:35:00,2013-12-11T00:06:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-11T00:06:00,2013-12-11T23:57:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-11T23:57:00,2013-12-12T00:30:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-12T00:30:00,2013-12-12T00:58:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-12T00:58:00,2013-12-12T05:05:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-12T05:05:00,2013-12-12T06:14:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-12T06:14:00,2013-12-12T23:57:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-12T23:57:00,2013-12-13T00:40:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-13T00:40:00,2013-12-13T04:52:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-13T04:52:00,2013-12-13T06:29:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-13T06:29:00,2013-12-13T23:56:00,1,0,0,0,0,1,0,0,0,0,0
2013-12-13T23:56:00,2013-12-14T02:34:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-14T02:34:00,2013-12-14T06:41:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-14T06:41:00,2013-12-14T06:43:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-14T06:43:00,2013-12-14T23:48:00,0,1,0,0,0,1,0,0,0,0,0
2013-12-14T23:48:00,2013-12-15T00:43:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-15T00:43:00,2013-12-15T01:13:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-15T01:13:00,2013-12-15T01:58:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-15T01:58:00,2013-12-15T23:52:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-15T23:52:00,2013-12-16T05:16:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-16T05:16:00,2013-12-16T05:29:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-16T05:29:00,2013-12-16T05:59:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-16T05:59:00,2013-12-16T08:02:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-16T08:02:00,2013-12-16T23:31:00,0,0,0,0,1,0,0,0,0,0,0
2013-12-16T23:31:00,2013-12-17T03:15:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-17T03:15:00,2013-12-17T04:33:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-17T04:33:00,2013-12-17T04:52:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-17T04:52:00,2013-12-17T06:01:00,0,0,0,1,0,0,0,0,0,0,0
2013-12-17T06:01:00,2013-12-17T06:37:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-17T06:37:00,2013-12-17T23:34:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-17T23:34:00,2013-12-18T01:37:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-18T01:37:00,2013-12-18T04:24:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-18T04:24:00,2013-12-18T06:23:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-18T06:23:00,2013-12-18T23:40:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-18T23:40:00,2013-12-19T00:59:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-19T00:59:00,2013-12-19T03:31:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-19T03:31:00,2013-12-19T06:22:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-19T06:22:00,2013-12-20T00:41:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-20T00:41:00,2013-12-20T00:46:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-20T00:46:00,2013-12-20T04:50:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-20T04:50:00,2013-12-20T08:20:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-20T08:20:00,2013-12-21T00:19:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-21T00:19:00,2013-12-21T02:15:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-21T02:15:00,2013-12-21T04:20:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-21T04:20:00,2013-12-21T06:29:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-21T06:29:00,2013-12-21T08:28:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-21T08:28:00,2013-12-21T23:33:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-21T23:33:00,2013-12-22T00:39:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-22T00:39:00,2013-12-22T02:09:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-22T02:09:00,2013-12-22T04:30:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-22T04:30:00,2013-12-22T05:02:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-22T05:02:00,2013-12-22T06:58:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-22T06:58:00,2013-12-22T08:31:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-22T08:31:00,2013-12-23T00:36:00,0,1,0,0,0,0,0,0,0,0,1
2013-12-23T00:36:00,2013-12-23T02:13:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-23T02:13:00,2013-12-23T04:11:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-23T04:11:00,2013-12-23T06:21:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-23T06:21:00,2013-12-23T08:01:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-23T08:01:00,2013-12-24T00:01:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-24T00:01:00,2013-12-24T01:03:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-24T01:03:00,2013-12-24T05:43:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-24T05:43:00,2013-12-24T07:56:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-24T07:56:00,2013-12-24T23:53:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-24T23:53:00,2013-12-25T02:29:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-25T02:29:00,2013-12-25T04:43:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-25T04:43:00,2013-12-25T06:52:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-25T06:52:00,2013-12-25T23:59:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-25T23:59:00,2013-12-26T01:54:00,0,0,0,0,1,0,0,0,0,0,0
2013-12-26T01:54:00,2013-12-26T03:03:00,0,0,0,0,1,0,0,0,0,0,0
2013-12-26T03:03:00,2013-12-26T04:11:00,0,0,0,0,1,0,0,0,0,0,0
2013-12-26T04:11:00,2013-12-26T05:18:00,0,0,0,0,1,0,0,0,0,0,0
2013-12-26T05:18:00,2013-12-26T06:33:00,0,0,0,0,1,0,0,0,0,0,0
2013-12-26T06:33:00,2013-12-26T08:11:00,0,0,1,0,0,0,0,0,0,0,0
2013-12-26T08:11:00,2013-12-26T23:59:00,0,0,0,1,0,0,0,0,0,0,0
2013-12-26T23:59:00,2013-12-27T02:24:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-27T02:24:00,2013-12-27T08:32:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-27T08:32:00,2013-12-27T23:55:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-27T23:55:00,2013-12-28T00:46:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-28T00:46:00,2013-12-28T05:09:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-28T05:09:00,2013-12-28T05:18:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-28T05:18:00,2013-12-29T00:10:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-29T00:10:00,2013-12-29T00:57:00,0,1,0,0,0,1,0,0,0,0,0
2013-12-29T00:57:00,2013-12-29T01:18:00,0,1,0,0,0,1,0,0,0,0,0
2013-12-29T01:18:00,2013-12-29T01:58:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-29T01:58:00,2013-12-29T03:46:00,0,1,0,0,0,0,0,0,0,0,1
2013-12-29T03:46:00,2013-12-29T05:15:00,0,1,0,0,0,0,0,0,0,0,1
2013-12-29T05:15:00,2013-12-29T08:49:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-29T08:49:00,2013-12-29T23:57:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-29T23:57:00,2013-12-30T01:05:00,0,0,1,0,0,1,0,0,0,0,0
2013-12-30T01:05:00,2013-12-30T01:21:00,0,1,0,0,0,1,0,0,0,0,0
2013-12-30T01:21:00,2013-12-30T05:03:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-30T05:03:00,2013-12-30T08:40:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-30T08:40:00,2013-12-30T23:30:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-30T23:30:00,2013-12-31T01:30:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-31T01:30:00,2013-12-31T05:30:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-31T05:30:00,2013-12-31T07:31:00,1,0,0,0,0,0,0,0,0,0,0
2013-12-31T07:31:00,2013-12-31T23:30:00,0,1,0,0,0,0,0,0,0,0,0
2013-12-31T23:30:00,2014-01-01T00:36:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-01T00:36:00,2014-01-01T00:51:00,1,0,0,0,0,0,0,0,0,0,0
2014-01-01T00:51:00,2014-01-01T03:50:00,1,0,0,0,0,0,0,0,0,0,0
2014-01-01T03:50:00,2014-01-01T07:40:00,0,0,0,0,0,0,0,0,0,0,1
2014-01-01T07:40:00,2014-01-01T23:31:00,0,0,0,0,0,0,0,0,0,0,1
2014-01-01T23:31:00,2014-01-02T00:26:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-02T00:26:00,2014-01-02T01:30:00,1,0,0,0,0,0,0,0,0,0,0
2014-01-02T01:30:00,2014-01-02T03:15:00,1,0,0,0,0,0,0,0,0,0,0
2014-01-02T03:15:00,2014-01-02T07:30:00,0,0,0,0,0,0,0,0,0,0,1
2014-01-02T07:30:00,2014-01-02T22:30:00,0,0,0,0,0,0,0,0,0,0,1
2014-01-02T22:30:00,2014-01-03T00:50:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-03T00:50:00,2014-01-03T04:55:00,1,0,0,0,0,0,0,0,0,0,0
2014-01-03T04:55:00,2014-01-03T23:53:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-03T23:53:00,2014-01-04T00:42:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-04T00:42:00,2014-01-04T01:00:00,1,0,0,0,0,0,0,0,0,0,0
2014-01-04T01:00:00,2014-01-04T04:25:00,1,0,0,0,0,0,0,0,0,0,0
2014-01-04T04:25:00,2014-01-04T23:41:00,1,0,0,0,0,0,0,0,0,0,0
2014-01-04T23:41:00,2014-01-05T01:50:00,0,0,1,0,0,0,0,0,0,0,1
2014-01-05T01:50:00,2014-01-05T03:35:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-05T03:35:00,2014-01-05T03:50:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-05T03:50:00,2014-01-05T06:40:00,0,0,0,0,0,0,0,0,0,0,1
2014-01-05T06:40:00,2014-01-05T06:50:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-05T06:50:00,2014-01-05T23:45:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-05T23:45:00,2014-01-06T01:00:00,0,0,1,0,0,0,0,0,0,0,0
2014-01-06T01:00:00,2014-01-06T02:08:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-06T02:08:00,2014-01-06T04:48:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-06T04:48:00,2014-01-07T00:00:00,0,1,0,0,0,0,0,0,0,0,0
2014-01-07T00:00:00,2014-01-07T00:17:00,0,1,0,0,0,0,0,0,0,0,0
